epoch,step,train/loss_epoch,train/loss_step,train/train_acc_epoch,train/train_acc_step,train/train_loss_epoch,train/train_loss_step,train/train_precision_epoch,train/train_precision_step,train/train_recall_epoch,train/train_recall_step,val/loss,val/val_acc,val/val_loss,val/val_precision,val/val_recall
38,969,,0.050336845219135284,,0.7844787836074829,,0.050336845219135284,,0.8888888955116272,,0.017745736986398697,,,,,
38,974,,0.06326408684253693,,0.744580090045929,,0.06326408684253693,,0.0,,0.0,,,,,
38,974,,,,,,,,,,,0.027020975947380066,0.9007115364074707,0.027020975947380066,0.18714791536331177,0.01758667267858982
38,974,0.03416203334927559,,0.8504738211631775,,0.03416203334927559,,0.4397711455821991,,0.047469887882471085,,,,,,
39,979,,0.0470469668507576,,0.7663848996162415,,0.0470469668507576,,0.8256410360336304,,0.021070539951324463,,,,,
39,984,,0.05915461853146553,,0.786175549030304,,0.05915461853146553,,0.8571428656578064,,0.0017147756880149245,,,,,
39,989,,0.05820479243993759,,0.7798919677734375,,0.05820479243993759,,0.0,,0.0,,,,,
39,994,,0.03248155862092972,,0.8749542236328125,,0.03248155862092972,,0.0,,0.0,,,,,
39,999,,0.04554012045264244,,0.779339611530304,,0.04554012045264244,,0.0,,0.0,,,,,
39,999,,,,,,,,,,,0.030047647655010223,0.8092708587646484,0.030047647655010223,0.2116076648235321,0.01013216096907854
39,999,0.03420286253094673,,0.8559768199920654,,0.03420286253094673,,0.3894136846065521,,0.03250845521688461,,,,,,
40,1004,,0.0396406464278698,,0.8499053716659546,,0.0396406464278698,,0.931693971157074,,0.07888040691614151,,,,,
40,1009,,0.05189407989382744,,0.7689666748046875,,0.05189407989382744,,0.7317473292350769,,0.1146087646484375,,,,,
40,1014,,0.05816696211695671,,0.7838104367256165,,0.05816696211695671,,0.0,,0.0,,,,,
40,1019,,0.08728405088186264,,0.6365814208984375,,0.08728405088186264,,0.8720378875732422,,0.018255779519677162,,,,,
40,1024,,0.05609537288546562,,0.7460876703262329,,0.05609537288546562,,0.0,,0.0,,,,,
40,1024,,,,,,,,,,,0.02738107182085514,0.9093117713928223,0.02738107182085514,0.11764705926179886,0.003985987976193428
40,1024,0.03402335196733475,,0.8489049673080444,,0.03402335196733475,,0.35981759428977966,,0.03601605445146561,,,,,,
41,1029,,0.0322965607047081,,0.8698486089706421,,0.0322965607047081,,0.0,,0.0,,,,,
41,1034,,0.043548937886953354,,0.81475830078125,,0.043548937886953354,,0.7801980376243591,,0.07483381032943726,,,,,
41,1039,,0.027171358466148376,,0.8901092410087585,,0.027171358466148376,,0.6538461446762085,,0.0058519793674349785,,,,,
41,1044,,0.005561280995607376,,0.9745575189590454,,0.005561280995607376,,0.0,,0.0,,,,,
41,1049,,0.01955856755375862,,0.90106201171875,,0.01955856755375862,,0.0,,0.0,,,,,
41,1049,,,,,,,,,,,0.027699928730726242,0.890800952911377,0.027699928730726242,0.1728251427412033,0.013797681778669357
41,1049,0.03431113809347153,,0.8442139625549316,,0.03431113809347153,,0.44655266404151917,,0.046165868639945984,,,,,,
42,1054,,0.06679563224315643,,0.6743103265762329,,0.06679563224315643,,0.7575757503509521,,0.04910305142402649,,,,,
42,1059,,0.05439845845103264,,0.793530285358429,,0.05439845845103264,,0.7532467246055603,,0.029943211004137993,,,,,
42,1064,,0.0026982782874256372,,0.9742096066474915,,0.0026982782874256372,,0.0,,0.0,,,,,
42,1069,,0.03562299162149429,,0.884838879108429,,0.03562299162149429,,0.0,,0.0,,,,,
42,1074,,0.03518392890691757,,0.8806213140487671,,0.03518392890691757,,0.0,,0.0,,,,,
42,1074,,,,,,,,,,,0.027246855199337006,0.8959659934043884,0.027246855199337006,0.044592030346393585,0.00274276384152472
42,1074,0.03360608592629433,,0.8590710759162903,,0.03360608592629433,,0.4059828221797943,,0.032968293875455856,,,,,,
43,1079,,0.05388730764389038,,0.7782806158065796,,0.05388730764389038,,0.0,,0.0,,,,,
43,1084,,0.021223362535238266,,0.8831542730331421,,0.021223362535238266,,0.7901524305343628,,0.21088860929012299,,,,,
43,1089,,0.07663276046514511,,0.6683410406112671,,0.07663276046514511,,0.7365684509277344,,0.051057182252407074,,,,,
43,1094,,0.07516132295131683,,0.6937774419784546,,0.07516132295131683,,0.6266666650772095,,0.006016385275870562,,,,,
43,1099,,0.0018310202285647392,,0.971203625202179,,0.0018310202285647392,,0.0,,0.0,,,,,
43,1099,,,,,,,,,,,0.0284184068441391,0.8878389000892639,0.0284184068441391,0.04751130938529968,0.0012254902394488454
43,1099,0.03394513577222824,,0.8460695743560791,,0.03394513577222824,,0.40203821659088135,,0.06666823476552963,,,,,,
44,1104,,0.050171833485364914,,0.8031555414199829,,0.050171833485364914,,0.0,,0.0,,,,,
44,1109,,0.041403573006391525,,0.8382660150527954,,0.041403573006391525,,0.4356435537338257,,0.01037735864520073,,,,,
44,1114,,0.029115522280335426,,0.8772125244140625,,0.029115522280335426,,0.0,,0.0,,,,,
44,1119,,0.025424469262361526,,0.8690338134765625,,0.025424469262361526,,0.9151193499565125,,0.07819583266973495,,,,,
44,1124,,0.02644341252744198,,0.898303210735321,,0.02644341252744198,,0.0,,0.0,,,,,
44,1124,,,,,,,,,,,0.031113021075725555,0.7910235524177551,0.031113021075725555,0.15715467929840088,0.007377138826996088
44,1124,0.03343150392174721,,0.8546869158744812,,0.03343150392174721,,0.42406052350997925,,0.05677741765975952,,,,,,
45,1129,,0.060166072100400925,,0.7467071413993835,,0.060166072100400925,,0.0,,0.0,,,,,
45,1134,,0.019016114994883537,,0.898468017578125,,0.019016114994883537,,0.7186722159385681,,0.2627427279949188,,,,,
45,1139,,0.0424429289996624,,0.8174408078193665,,0.0424429289996624,,0.5619834661483765,,0.022795842960476875,,,,,
45,1144,,0.03619862347841263,,0.8549133539199829,,0.03619862347841263,,0.3636363744735718,,0.001367989112623036,,,,,
45,1149,,0.06666591018438339,,0.7806396484375,,0.06666591018438339,,0.0,,0.0,,,,,
45,1149,,,,,,,,,,,0.026733294129371643,0.908539891242981,0.026733294129371643,0.10987510532140732,0.00504060136154294
45,1149,0.03316111862659454,,0.8562130928039551,,0.03316111862659454,,0.44136685132980347,,0.054836977273225784,,,,,,
46,1154,,0.030597606673836708,,0.8688995242118835,,0.030597606673836708,,0.3125,,0.0015847861068323255,,,,,
46,1159,,0.023665685206651688,,0.8939056396484375,,0.023665685206651688,,0.6817269325256348,,0.18063314259052277,,,,,
46,1164,,0.04720441997051239,,0.7831054925918579,,0.04720441997051239,,0.7756482362747192,,0.09563525021076202,,,,,
46,1169,,0.037555571645498276,,0.838061511516571,,0.037555571645498276,,0.8818181753158569,,0.13596315681934357,,,,,
46,1174,,0.04048226773738861,,0.7320007085800171,,0.04048226773738861,,0.9044585824012756,,0.06578642874956131,,,,,
46,1174,,,,,,,,,,,0.02673359028995037,0.9051650762557983,0.02673359028995037,0.15911315381526947,0.009980941191315651
46,1174,0.032755639404058456,,0.8627695441246033,,0.032755639404058456,,0.388156920671463,,0.03375037759542465,,,,,,
47,1179,,0.023811591789126396,,0.886126697063446,,0.023811591789126396,,0.6460612416267395,,0.2881893515586853,,,,,
47,1184,,0.043614134192466736,,0.8114074468612671,,0.043614134192466736,,0.8947368264198303,,0.0960632860660553,,,,,
47,1189,,0.02422802522778511,,0.9007843136787415,,0.02422802522778511,,0.0,,0.0,,,,,
47,1194,,0.02197978086769581,,0.894390881061554,,0.02197978086769581,,0.6113989353179932,,0.031093543395400047,,,,,
47,1199,,0.014959990978240967,,0.9025329351425171,,0.014959990978240967,,0.0,,0.0,,,,,
47,1199,,,,,,,,,,,0.027134347707033157,0.8922141194343567,0.027134347707033157,0.13906289637088776,0.009600168094038963
47,1199,0.033751871436834335,,0.8481168746948242,,0.033751871436834335,,0.4424815773963928,,0.05759339779615402,,,,,,
48,1204,,0.0665450319647789,,0.730664074420929,,0.0665450319647789,,0.5514345765113831,,0.11218678951263428,,,,,
48,1209,,0.04122861474752426,,0.8315582275390625,,0.04122861474752426,,0.6626505851745605,,0.01676829345524311,,,,,
48,1214,,0.02168397605419159,,0.9263061285018921,,0.02168397605419159,,0.0,,0.0,,,,,
48,1219,,0.04070334881544113,,0.8163849115371704,,0.04070334881544113,,0.5580110549926758,,0.04114890843629837,,,,,
48,1224,,0.0382823720574379,,0.86444091796875,,0.0382823720574379,,0.0,,0.0,,,,,
48,1224,,,,,,,,,,,0.026709333062171936,0.9055513143539429,0.026709333062171936,0.16554796695709229,0.016536572948098183
48,1224,0.03261008486151695,,0.8571776747703552,,0.03261008486151695,,0.5046562552452087,,0.0641884058713913,,,,,,
49,1229,,0.049652259796857834,,0.7831390500068665,,0.049652259796857834,,0.7712895274162292,,0.09672006219625473,,,,,
49,1234,,0.0034100066404789686,,0.9671050906181335,,0.0034100066404789686,,0.0,,0.0,,,,,
49,1239,,0.03093419037759304,,0.8674163818359375,,0.03093419037759304,,0.0,,0.0,,,,,
49,1244,,0.025010261684656143,,0.9096771478652954,,0.025010261684656143,,0.0,,0.0,,,,,
49,1249,,0.0548626184463501,,0.689160168170929,,0.0548626184463501,,0.0,,0.0,,,,,
49,1249,,,,,,,,,,,0.026839805766940117,0.9024248719215393,0.026839805766940117,0.13864277303218842,0.007203350309282541
49,1249,0.03263438865542412,,0.857728898525238,,0.03263438865542412,,0.4282817542552948,,0.057119984179735184,,,,,,
