epoch,step,train/loss_epoch,train/loss_step,train/train_acc_epoch,train/train_acc_step,train/train_loss_epoch,train/train_loss_step,train/train_precision_epoch,train/train_precision_step,train/train_recall_epoch,train/train_recall_step,val/loss,val/val_acc,val/val_loss,val/val_precision,val/val_recall
2,74,,0.08684179931879044,,0.6372619867324829,,0.08684179931879044,,0.0,,0.0,,,,,
2,74,,,,,,,,,,,0.04283127188682556,0.7368364930152893,0.04283127188682556,0.0,0.0
2,74,0.05668747052550316,,0.6836578845977783,,0.05668747052550316,,0.0,,0.0,,,,,,
3,79,,0.03546091169118881,,0.7434142827987671,,0.03546091169118881,,0.0,,0.0,,,,,
3,84,,0.0579846128821373,,0.69879150390625,,0.0579846128821373,,0.0,,0.0,,,,,
3,89,,0.12101349979639053,,0.588238537311554,,0.12101349979639053,,0.0,,0.0,,,,,
3,94,,0.025266140699386597,,0.8010956048965454,,0.025266140699386597,,0.0,,0.0,,,,,
3,99,,0.041544359177351,,0.732220470905304,,0.041544359177351,,0.0,,0.0,,,,,
3,99,,,,,,,,,,,0.04162120819091797,0.70404052734375,0.04162120819091797,0.0,0.0
3,99,0.05429892987012863,,0.7230457663536072,,0.05429892987012863,,0.0,,0.0,,,,,,
4,104,,0.046061448752880096,,0.7240051031112671,,0.046061448752880096,,0.0,,0.0,,,,,
4,109,,0.052224159240722656,,0.760089099407196,,0.052224159240722656,,0.0,,0.0,,,,,
4,114,,0.04191825911402702,,0.733685314655304,,0.04191825911402702,,0.0,,0.0,,,,,
4,119,,0.07039836794137955,,0.6803833246231079,,0.07039836794137955,,0.0,,0.0,,,,,
4,124,,0.012708356603980064,,0.7576659917831421,,0.012708356603980064,,0.0,,0.0,,,,,
4,124,,,,,,,,,,,0.0402674525976181,0.783332347869873,0.0402674525976181,0.0,0.0
4,124,0.05410905182361603,,0.71062833070755,,0.05410905182361603,,0.0,,0.0,,,,,,
5,129,,0.008527928031980991,,0.822540283203125,,0.008527928031980991,,0.0,,0.0,,,,,
5,134,,0.05284547805786133,,0.6734253168106079,,0.05284547805786133,,0.0,,0.0,,,,,
5,139,,0.0492544062435627,,0.714093029499054,,0.0492544062435627,,0.0,,0.0,,,,,
5,144,,0.030061041936278343,,0.7729766964912415,,0.030061041936278343,,0.0,,0.0,,,,,
5,149,,0.14233538508415222,,0.5878356695175171,,0.14233538508415222,,0.0,,0.0,,,,,
5,149,,,,,,,,,,,0.03810756281018257,0.7875416278839111,0.03810756281018257,0.0,0.0
5,149,0.05184774100780487,,0.7213348150253296,,0.05184774100780487,,0.0,,0.0,,,,,,
6,154,,0.03424973413348198,,0.717987060546875,,0.03424973413348198,,0.0,,0.0,,,,,
6,159,,0.09803624451160431,,0.592315673828125,,0.09803624451160431,,0.0,,0.0,,,,,
6,164,,0.07253001630306244,,0.640673816204071,,0.07253001630306244,,0.0,,0.0,,,,,
6,169,,0.06750084459781647,,0.719287097454071,,0.06750084459781647,,0.0,,0.0,,,,,
6,174,,0.048769574612379074,,0.62841796875,,0.048769574612379074,,0.0,,0.0,,,,,
6,174,,,,,,,,,,,0.0379912406206131,0.7922664284706116,0.0379912406206131,0.0,0.0
6,174,0.05166041478514671,,0.7172343730926514,,0.05166041478514671,,0.0,,0.0,,,,,,
7,179,,0.015313206240534782,,0.7589019536972046,,0.015313206240534782,,0.0,,0.0,,,,,
7,184,,0.023561809211969376,,0.8571563959121704,,0.023561809211969376,,0.0,,0.0,,,,,
7,189,,0.058076970279216766,,0.6635040044784546,,0.058076970279216766,,0.0,,0.0,,,,,
7,194,,0.03472099080681801,,0.8284972906112671,,0.03472099080681801,,0.0,,0.0,,,,,
7,199,,0.03329163044691086,,0.7709716558456421,,0.03329163044691086,,0.0,,0.0,,,,,
7,199,,,,,,,,,,,0.03954780101776123,0.749199390411377,0.03954780101776123,0.0,0.0
7,199,0.05018148571252823,,0.7304743528366089,,0.05018148571252823,,0.0,,0.0,,,,,,
8,204,,0.050463758409023285,,0.7813354730606079,,0.050463758409023285,,0.0,,0.0,,,,,
8,209,,0.08776382356882095,,0.6513732671737671,,0.08776382356882095,,0.0,,0.0,,,,,
8,214,,0.1016986221075058,,0.567456066608429,,0.1016986221075058,,0.0,,0.0,,,,,
8,219,,0.06023558974266052,,0.7388030886650085,,0.06023558974266052,,0.0,,0.0,,,,,
8,224,,0.007177725434303284,,0.794665515422821,,0.007177725434303284,,0.0,,0.0,,,,,
8,224,,,,,,,,,,,0.03681803494691849,0.8081163167953491,0.03681803494691849,0.0,0.0
8,224,0.05013059452176094,,0.7346289753913879,,0.05013059452176094,,0.0,,0.0,,,,,,
9,229,,0.059376876801252365,,0.7571166753768921,,0.059376876801252365,,0.0,,0.0,,,,,
9,234,,0.01965133287012577,,0.8680694699287415,,0.01965133287012577,,0.0,,0.0,,,,,
9,239,,0.04507986083626747,,0.7667816281318665,,0.04507986083626747,,0.0,,0.0,,,,,
9,244,,0.01860126480460167,,0.8629547357559204,,0.01860126480460167,,0.0,,0.0,,,,,
9,249,,0.03352764993906021,,0.81646728515625,,0.03352764993906021,,0.0,,0.0,,,,,
9,249,,,,,,,,,,,0.0358281247317791,0.8230016231536865,0.0358281247317791,0.0,0.0
9,249,0.04795857518911362,,0.7619898915290833,,0.04795857518911362,,0.0,,0.0,,,,,,
10,254,,0.03475784510374069,,0.7869110107421875,,0.03475784510374069,,0.0,,0.0,,,,,
10,259,,0.03476223349571228,,0.8528594970703125,,0.03476223349571228,,0.0,,0.0,,,,,
10,264,,0.10090731084346771,,0.583264172077179,,0.10090731084346771,,0.0,,0.0,,,,,
10,269,,0.06974075734615326,,0.7205749750137329,,0.06974075734615326,,0.0,,0.0,,,,,
10,274,,0.07036328315734863,,0.720550537109375,,0.07036328315734863,,0.0,,0.0,,,,,
10,274,,,,,,,,,,,0.03666851669549942,0.822375476360321,0.03666851669549942,0.0,0.0
10,274,0.04710567370057106,,0.7648352980613708,,0.04710567370057106,,0.0,,0.0,,,,,,
11,279,,0.03086796961724758,,0.8037353754043579,,0.03086796961724758,,0.0,,0.0,,,,,
11,284,,0.03942785784602165,,0.8017242550849915,,0.03942785784602165,,0.0,,0.0,,,,,
11,289,,0.011718123219907284,,0.8551360964775085,,0.011718123219907284,,0.0,,0.0,,,,,
11,294,,0.057902343571186066,,0.7228485345840454,,0.057902343571186066,,0.0,,0.0,,,,,
11,299,,0.05748336762189865,,0.6757873296737671,,0.05748336762189865,,0.0,,0.0,,,,,
11,299,,,,,,,,,,,0.03468950465321541,0.802699863910675,0.03468950465321541,0.0,0.0
11,299,0.04669541120529175,,0.7534641623497009,,0.04669541120529175,,0.0,,0.0,,,,,,
12,304,,0.03432353585958481,,0.7900024652481079,,0.03432353585958481,,0.0,,0.0,,,,,
12,309,,0.0639510378241539,,0.646820068359375,,0.0639510378241539,,0.0,,0.0,,,,,
12,314,,0.03701402246952057,,0.8546295166015625,,0.03701402246952057,,0.0,,0.0,,,,,
12,319,,0.00605566892772913,,0.8332244753837585,,0.00605566892772913,,0.0,,0.0,,,,,
12,324,,0.06993252038955688,,0.674176037311554,,0.06993252038955688,,0.0,,0.0,,,,,
12,324,,,,,,,,,,,0.03801270201802254,0.7242740988731384,0.03801270201802254,0.0,0.0
12,324,0.04543623700737953,,0.7805007100105286,,0.04543623700737953,,0.0,,0.0,,,,,,
13,329,,0.0717996284365654,,0.6194061040878296,,0.0717996284365654,,0.0,,0.0,,,,,
13,334,,0.03435380011796951,,0.803326427936554,,0.03435380011796951,,0.0,,0.0,,,,,
13,339,,0.03239646553993225,,0.845367431640625,,0.03239646553993225,,0.0,,0.0,,,,,
13,344,,0.042938344180583954,,0.7919708490371704,,0.042938344180583954,,0.0,,0.0,,,,,
13,349,,0.053077299147844315,,0.8403564691543579,,0.053077299147844315,,0.0,,0.0,,,,,
13,349,,,,,,,,,,,0.034923672676086426,0.7867568135261536,0.034923672676086426,0.0,0.0
13,349,0.04488513991236687,,0.7745856642723083,,0.04488513991236687,,0.0,,0.0,,,,,,
14,354,,0.05169302970170975,,0.7792602777481079,,0.05169302970170975,,0.0,,0.0,,,,,
14,359,,0.022523261606693268,,0.877093493938446,,0.022523261606693268,,0.0,,0.0,,,,,
14,364,,0.0700378566980362,,0.699481189250946,,0.0700378566980362,,0.0,,0.0,,,,,
14,369,,0.04567832499742508,,0.7926360964775085,,0.04567832499742508,,0.0,,0.0,,,,,
14,374,,0.0271699670702219,,0.8302978277206421,,0.0271699670702219,,0.0,,0.0,,,,,
14,374,,,,,,,,,,,0.03585881367325783,0.7941543459892273,0.03585881367325783,0.0,0.0
14,374,0.044200073927640915,,0.7900615334510803,,0.044200073927640915,,0.0,,0.0,,,,,,
15,379,,0.0212353877723217,,0.8145843744277954,,0.0212353877723217,,0.0,,0.0,,,,,
15,384,,0.06522659957408905,,0.7551819086074829,,0.06522659957408905,,0.0,,0.0,,,,,
15,389,,0.06905963271856308,,0.736621081829071,,0.06905963271856308,,0.0,,0.0,,,,,
15,394,,0.01762770675122738,,0.8548004031181335,,0.01762770675122738,,0.0,,0.0,,,,,
15,399,,0.0038506549317389727,,0.9052978754043579,,0.0038506549317389727,,0.0,,0.0,,,,,
15,399,,,,,,,,,,,0.039462171494960785,0.7410997152328491,0.039462171494960785,0.0,0.0
15,399,0.04366167262196541,,0.7695134282112122,,0.04366167262196541,,0.0,,0.0,,,,,,
16,404,,0.02916663885116577,,0.855914294719696,,0.02916663885116577,,0.0,,0.0,,,,,
16,409,,0.03872092440724373,,0.821929931640625,,0.03872092440724373,,0.0,,0.0,,,,,
16,414,,0.08027993887662888,,0.6964691281318665,,0.08027993887662888,,0.0,,0.0,,,,,
16,419,,0.038668252527713776,,0.8108062744140625,,0.038668252527713776,,0.0,,0.0,,,,,
16,424,,0.029537975788116455,,0.8205627202987671,,0.029537975788116455,,0.0,,0.0,,,,,
16,424,,,,,,,,,,,0.03780263289809227,0.7066234350204468,0.03780263289809227,0.0,0.0
16,424,0.04283500835299492,,0.7852716445922852,,0.04283500835299492,,0.0,,0.0,,,,,,
17,429,,0.047050151973962784,,0.8177337646484375,,0.047050151973962784,,0.0,,0.0,,,,,
17,434,,0.012441293336451054,,0.8965911865234375,,0.012441293336451054,,0.0,,0.0,,,,,
17,439,,0.019307894632220268,,0.8650299310684204,,0.019307894632220268,,0.0,,0.0,,,,,
17,444,,0.016910620033740997,,0.8212982416152954,,0.016910620033740997,,0.7857142686843872,,0.003800967475399375,,,,,
17,449,,0.02964586392045021,,0.8472839593887329,,0.02964586392045021,,0.0,,0.0,,,,,
17,449,,,,,,,,,,,0.03281157463788986,0.8427985906600952,0.03281157463788986,0.0,0.0
17,449,0.041918978095054626,,0.7891285419464111,,0.041918978095054626,,0.11370261758565903,,0.00020469115406740457,,,,,,
18,454,,0.039290837943553925,,0.839526355266571,,0.039290837943553925,,0.0,,0.0,,,,,
18,459,,0.0386812761425972,,0.819378674030304,,0.0386812761425972,,0.0,,0.0,,,,,
18,464,,0.03599521145224571,,0.8070129156112671,,0.03599521145224571,,0.0,,0.0,,,,,
18,469,,0.03880181163549423,,0.807446300983429,,0.03880181163549423,,0.0,,0.0,,,,,
18,474,,0.08791689574718475,,0.6883300542831421,,0.08791689574718475,,0.0,,0.0,,,,,
18,474,,,,,,,,,,,0.031447939574718475,0.872138500213623,0.031447939574718475,0.0,0.0
18,474,0.04207293316721916,,0.7931793332099915,,0.04207293316721916,,0.03911564499139786,,0.0001480484934290871,,,,,,
19,479,,0.032569222152233124,,0.8266998529434204,,0.032569222152233124,,0.7735849022865295,,0.009557109326124191,,,,,
19,484,,0.029941732063889503,,0.8509613275527954,,0.029941732063889503,,0.0,,0.0,,,,,
19,489,,0.11285718530416489,,0.5707367062568665,,0.11285718530416489,,0.0,,0.0,,,,,
19,494,,0.018101222813129425,,0.8368255496025085,,0.018101222813129425,,0.0,,0.0,,,,,
19,499,,0.06819631159305573,,0.6871582269668579,,0.06819631159305573,,0.0,,0.0,,,,,
19,499,,,,,,,,,,,0.03415558114647865,0.7669347524642944,0.03415558114647865,0.13445378839969635,0.0002153721870854497
19,499,0.0418781153857708,,0.7812645435333252,,0.0418781153857708,,0.07042890042066574,,0.0014907743316143751,,,,,,
20,504,,0.03674257919192314,,0.759265124797821,,0.03674257919192314,,0.0,,0.0,,,,,
20,509,,0.042182981967926025,,0.805499255657196,,0.042182981967926025,,0.0,,0.0,,,,,
20,514,,0.06334574520587921,,0.7480499148368835,,0.06334574520587921,,0.0,,0.0,,,,,
20,519,,0.035225845873355865,,0.7890411615371704,,0.035225845873355865,,0.6081632375717163,,0.031009364873170853,,,,,
20,524,,0.06011588126420975,,0.7214599847793579,,0.06011588126420975,,0.0,,0.0,,,,,
20,524,,,,,,,,,,,0.03419569879770279,0.7773666977882385,0.03419569879770279,0.1085972860455513,0.000323058309732005
20,524,0.04237796366214752,,0.7761182188987732,,0.04237796366214752,,0.028649520128965378,,0.001296949340030551,,,,,,
21,529,,0.021280355751514435,,0.8482452630996704,,0.021280355751514435,,0.0,,0.0,,,,,
21,534,,0.06205430626869202,,0.788543701171875,,0.06205430626869202,,0.0,,0.0,,,,,
21,539,,0.03073955699801445,,0.868682861328125,,0.03073955699801445,,0.0,,0.0,,,,,
21,544,,0.058599818497896194,,0.7765442132949829,,0.058599818497896194,,0.0,,0.0,,,,,
21,549,,0.035966336727142334,,0.8516845703125,,0.035966336727142334,,0.0,,0.0,,,,,
21,549,,,,,,,,,,,0.033145029097795486,0.8197767734527588,0.033145029097795486,0.12834225594997406,0.000323058309732005
21,549,0.041015319526195526,,0.7947856187820435,,0.041015319526195526,,0.054997630417346954,,0.00043564720544964075,,,,,,
22,554,,0.03656221553683281,,0.8107086420059204,,0.03656221553683281,,0.0,,0.0,,,,,
22,559,,0.01439262181520462,,0.8747894167900085,,0.01439262181520462,,0.0,,0.0,,,,,
22,564,,0.025323059409856796,,0.828930675983429,,0.025323059409856796,,0.0,,0.0,,,,,
22,569,,0.01965751126408577,,0.885449230670929,,0.01965751126408577,,0.0,,0.0,,,,,
22,574,,0.01198542769998312,,0.9068847894668579,,0.01198542769998312,,0.0,,0.0,,,,,
22,574,,,,,,,,,,,0.035078372806310654,0.8181812763214111,0.035078372806310654,0.11439502984285355,0.016099071130156517
22,574,0.04062502086162567,,0.8007047176361084,,0.04062502086162567,,0.022959183901548386,,7.148217991925776e-05,,,,,,
23,579,,0.008491180837154388,,0.8814605474472046,,0.008491180837154388,,0.0,,0.0,,,,,
23,584,,0.018877150490880013,,0.9154998660087585,,0.018877150490880013,,0.0,,0.0,,,,,
23,589,,0.07533599436283112,,0.662445068359375,,0.07533599436283112,,0.0,,0.0,,,,,
23,594,,0.02651318348944187,,0.875958263874054,,0.02651318348944187,,0.0,,0.0,,,,,
23,599,,0.10868251323699951,,0.583770751953125,,0.10868251323699951,,0.0,,0.0,,,,,
23,599,,,,,,,,,,,0.029555488377809525,0.87393718957901,0.029555488377809525,0.0,0.0
23,599,0.039416175335645676,,0.8088412284851074,,0.039416175335645676,,0.06557368487119675,,0.0030922505538910627,,,,,,
24,604,,0.014065650291740894,,0.8045440912246704,,0.014065650291740894,,0.0,,0.0,,,,,
24,609,,0.033458806574344635,,0.8144866824150085,,0.033458806574344635,,0.0,,0.0,,,,,
24,614,,0.03886127099394798,,0.874279797077179,,0.03886127099394798,,0.0,,0.0,,,,,
24,619,,0.015382294543087482,,0.9208404421806335,,0.015382294543087482,,0.0,,0.0,,,,,
24,624,,0.05133622884750366,,0.737335205078125,,0.05133622884750366,,0.0,,0.0,,,,,
24,624,,,,,,,,,,,0.03504054993391037,0.7462804317474365,0.03504054993391037,0.0,0.0
24,624,0.03954818844795227,,0.7978551387786865,,0.03954818844795227,,0.10029308497905731,,0.00034464936470612884,,,,,,
25,629,,0.03898097202181816,,0.8454681634902954,,0.03898097202181816,,0.0,,0.0,,,,,
25,634,,0.011598688550293446,,0.896453857421875,,0.011598688550293446,,0.0,,0.0,,,,,
25,639,,0.046752139925956726,,0.8302704095840454,,0.046752139925956726,,0.0,,0.0,,,,,
25,644,,0.05488228797912598,,0.6966827511787415,,0.05488228797912598,,0.0,,0.0,,,,,
25,649,,0.06752186268568039,,0.677093505859375,,0.06752186268568039,,0.0,,0.0,,,,,
25,649,,,,,,,,,,,0.04763540253043175,0.5397173166275024,0.04763540253043175,0.0,0.0
25,649,0.039720382541418076,,0.8097829222679138,,0.039720382541418076,,0.11401871591806412,,0.004616488702595234,,,,,,
26,654,,0.028855472803115845,,0.813000500202179,,0.028855472803115845,,0.0,,0.0,,,,,
26,659,,0.04361437261104584,,0.7918243408203125,,0.04361437261104584,,0.0,,0.0,,,,,
26,664,,0.0969395861029625,,0.6432129144668579,,0.0969395861029625,,0.0,,0.0,,,,,
26,669,,0.042896196246147156,,0.7860046625137329,,0.042896196246147156,,0.15555556118488312,,0.0018893387168645859,,,,,
26,674,,0.040545545518398285,,0.82415771484375,,0.040545545518398285,,0.0,,0.0,,,,,
26,674,,,,,,,,,,,0.04097561165690422,0.614967942237854,0.04097561165690422,0.0,0.0
26,674,0.038874804973602295,,0.8129498362541199,,0.038874804973602295,,0.1321016252040863,,0.005375254433602095,,,,,,
27,679,,0.06956327706575394,,0.6371093988418579,,0.06956327706575394,,0.0,,0.0,,,,,
27,684,,0.028960544615983963,,0.78668212890625,,0.028960544615983963,,0.0,,0.0,,,,,
27,689,,0.01608065329492092,,0.9057861566543579,,0.01608065329492092,,0.0,,0.0,,,,,
27,694,,0.03595428913831711,,0.8270233273506165,,0.03595428913831711,,0.0,,0.0,,,,,
27,699,,0.05218329280614853,,0.750134289264679,,0.05218329280614853,,0.0,,0.0,,,,,
27,699,,,,,,,,,,,0.029207995161414146,0.8569543957710266,0.029207995161414146,0.0,0.0
27,699,0.03856034204363823,,0.8089675307273865,,0.03856034204363823,,0.027318013831973076,,0.002381185768172145,,,,,,
28,704,,0.0648065060377121,,0.751452624797821,,0.0648065060377121,,0.7153846025466919,,0.026420455425977707,,,,,
28,709,,0.03456335514783859,,0.8627471923828125,,0.03456335514783859,,0.0,,0.0,,,,,
28,714,,0.029679805040359497,,0.8808807134628296,,0.029679805040359497,,0.0,,0.0,,,,,
28,719,,0.04689018428325653,,0.7110137939453125,,0.04689018428325653,,0.6022727489471436,,0.009101837873458862,,,,,
28,724,,0.0033081849105656147,,0.9191039800643921,,0.0033081849105656147,,0.0,,0.0,,,,,
28,724,,,,,,,,,,,0.03079618513584137,0.8425989151000977,0.03079618513584137,0.23529411852359772,5.3843046771362424e-05
28,724,0.03777661919593811,,0.8244309425354004,,0.03777661919593811,,0.18669813871383667,,0.008504402823746204,,,,,,
29,729,,0.024272391572594643,,0.8798278570175171,,0.024272391572594643,,0.0,,0.0,,,,,
29,734,,0.052138715982437134,,0.7502166628837585,,0.052138715982437134,,0.0,,0.0,,,,,
29,739,,0.05797745659947395,,0.8076171875,,0.05797745659947395,,0.0,,0.0,,,,,
29,744,,0.06609337031841278,,0.6317077875137329,,0.06609337031841278,,0.0,,0.0,,,,,
29,749,,0.0964072123169899,,0.632769763469696,,0.0964072123169899,,0.0,,0.0,,,,,
29,749,,,,,,,,,,,0.028743436560034752,0.8971730470657349,0.028743436560034752,0.10380622744560242,0.0016152914613485336
29,749,0.03768565133213997,,0.8235719799995422,,0.03768565133213997,,0.1177067831158638,,0.0056449854746460915,,,,,,
30,754,,0.03420240804553032,,0.8621673583984375,,0.03420240804553032,,0.0,,0.0,,,,,
30,759,,0.04164167493581772,,0.7876129150390625,,0.04164167493581772,,0.0,,0.0,,,,,
30,764,,0.05942578241229057,,0.7241790890693665,,0.05942578241229057,,0.7056074738502502,,0.02827715314924717,,,,,
30,769,,0.030649995431303978,,0.8447906374931335,,0.030649995431303978,,0.7320754528045654,,0.057193394750356674,,,,,
30,774,,0.003124994458630681,,0.930023193359375,,0.003124994458630681,,0.0,,0.0,,,,,
30,774,,,,,,,,,,,0.029788918793201447,0.8813046216964722,0.029788918793201447,0.17112299799919128,0.0008614887483417988
30,774,0.037354908883571625,,0.8205897212028503,,0.037354908883571625,,0.17426884174346924,,0.016617629677057266,,,,,,
31,779,,0.02030894346535206,,0.892620861530304,,0.02030894346535206,,0.0,,0.0,,,,,
31,784,,0.043893154710531235,,0.7640380859375,,0.043893154710531235,,0.0,,0.0,,,,,
31,789,,0.04791614040732384,,0.7815582156181335,,0.04791614040732384,,0.0,,0.0,,,,,
31,794,,0.04563962295651436,,0.7657562494277954,,0.04563962295651436,,0.0,,0.0,,,,,
31,799,,0.005110179074108601,,0.9452575445175171,,0.005110179074108601,,0.0,,0.0,,,,,
31,799,,,,,,,,,,,0.029078613966703415,0.8889756202697754,0.029078613966703415,0.13947847485542297,0.006191950291395187
31,799,0.03719828650355339,,0.8202700614929199,,0.03719828650355339,,0.20401829481124878,,0.00430879183113575,,,,,,
32,804,,0.05425546318292618,,0.7404266595840454,,0.05425546318292618,,0.7599999904632568,,0.0025871458929032087,,,,,
32,809,,0.013898360542953014,,0.8546386957168579,,0.013898360542953014,,0.0,,0.0,,,,,
32,814,,0.010223791934549809,,0.932263195514679,,0.010223791934549809,,0.0,,0.0,,,,,
32,819,,0.025491774082183838,,0.8754822015762329,,0.025491774082183838,,0.0,,0.0,,,,,
32,824,,0.0635005310177803,,0.6998535394668579,,0.0635005310177803,,0.7061611413955688,,0.046781789511442184,,,,,
32,824,,,,,,,,,,,0.03199097141623497,0.8014533519744873,0.03199097141623497,0.13466833531856537,0.014483779668807983
32,824,0.03727971762418747,,0.8286006450653076,,0.03727971762418747,,0.1732293963432312,,0.023743385449051857,,,,,,
33,829,,0.024153800681233406,,0.8591674566268921,,0.024153800681233406,,0.0,,0.0,,,,,
33,834,,0.028472404927015305,,0.8954712152481079,,0.028472404927015305,,0.0,,0.0,,,,,
33,839,,0.036970771849155426,,0.8562042117118835,,0.036970771849155426,,0.0,,0.0,,,,,
33,844,,0.0367281511425972,,0.853314220905304,,0.0367281511425972,,0.800000011920929,,0.03826630115509033,,,,,
33,849,,0.06794234365224838,,0.651629626750946,,0.06794234365224838,,0.7163323760032654,,0.0522247739136219,,,,,
33,849,,,,,,,,,,,0.030943147838115692,0.7688950300216675,0.030943147838115692,0.2345556765794754,0.009258413687348366
33,849,0.03642960637807846,,0.8342153429985046,,0.03642960637807846,,0.28231585025787354,,0.010687903501093388,,,,,,
34,854,,0.06046956032514572,,0.7928192019462585,,0.06046956032514572,,0.803519070148468,,0.16614115238189697,,,,,
34,859,,0.041530728340148926,,0.7468811273574829,,0.041530728340148926,,0.6103895902633667,,0.049491047859191895,,,,,
34,864,,0.020033596083521843,,0.8978912234306335,,0.020033596083521843,,0.0,,0.0,,,,,
34,869,,0.03784867376089096,,0.8700500726699829,,0.03784867376089096,,0.0,,0.0,,,,,
34,874,,0.004733867943286896,,0.8851379156112671,,0.004733867943286896,,0.0,,0.0,,,,,
34,874,,,,,,,,,,,0.02940967120230198,0.8745907545089722,0.02940967120230198,0.15126049518585205,0.005815049167722464
34,874,0.03647782281041145,,0.8199490308761597,,0.03647782281041145,,0.2934448719024658,,0.05195549130439758,,,,,,
35,879,,0.030938729643821716,,0.8651153445243835,,0.030938729643821716,,0.0,,0.0,,,,,
35,884,,0.06102343648672104,,0.78485107421875,,0.06102343648672104,,0.0,,0.0,,,,,
35,889,,0.05532665178179741,,0.7803924679756165,,0.05532665178179741,,0.479638010263443,,0.017008986324071884,,,,,
35,894,,0.0031718038953840733,,0.931396484375,,0.0031718038953840733,,0.0,,0.0,,,,,
35,899,,0.06420282274484634,,0.7187560796737671,,0.06420282274484634,,0.6666666865348816,,0.0004681647988036275,,,,,
35,899,,,,,,,,,,,0.029410483315587044,0.8633587956428528,0.029410483315587044,0.23529411852359772,0.0001615291548660025
35,899,0.0368308387696743,,0.8103111386299133,,0.0368308387696743,,0.23244455456733704,,0.009210389107465744,,,,,,
36,904,,0.02896086312830448,,0.8448699712753296,,0.02896086312830448,,0.6132075190544128,,0.017426272854208946,,,,,
36,909,,0.06382250040769577,,0.6832214593887329,,0.06382250040769577,,0.0,,0.0,,,,,
36,914,,0.0360812172293663,,0.8795135617256165,,0.0360812172293663,,0.0,,0.0,,,,,
36,919,,0.030035313218832016,,0.8652679324150085,,0.030035313218832016,,0.0,,0.0,,,,,
36,924,,0.06614812463521957,,0.7035156488418579,,0.06614812463521957,,0.0,,0.0,,,,,
36,924,,,,,,,,,,,0.0273886788636446,0.8931453824043274,0.0273886788636446,0.2138746827840805,0.007655060384422541
36,924,0.03558048605918884,,0.8388329148292542,,0.03558048605918884,,0.34279507398605347,,0.025685204192996025,,,,,,
37,929,,0.0377044752240181,,0.8275817632675171,,0.0377044752240181,,0.720588207244873,,0.01215880922973156,,,,,
37,934,,0.023072553798556328,,0.8668304681777954,,0.023072553798556328,,0.0,,0.0,,,,,
37,939,,0.05124371126294136,,0.8049865961074829,,0.05124371126294136,,0.9246376752853394,,0.05491478741168976,,,,,
37,944,,0.016036268323659897,,0.917315661907196,,0.016036268323659897,,0.8767605423927307,,0.13941769301891327,,,,,
37,949,,0.0876445397734642,,0.679107666015625,,0.0876445397734642,,0.0,,0.0,,,,,
37,949,,,,,,,,,,,0.02873627096414566,0.8720954656600952,0.02873627096414566,0.18317270278930664,0.032662082463502884
37,949,0.035521794110536575,,0.8377698659896851,,0.035521794110536575,,0.36648422479629517,,0.028185170143842697,,,,,,
38,954,,0.05046456307172775,,0.7681061029434204,,0.05046456307172775,,0.816967785358429,,0.14311270415782928,,,,,
38,959,,0.01946798525750637,,0.893750011920929,,0.01946798525750637,,0.6527363061904907,,0.26135459542274475,,,,,
38,964,,0.03808390721678734,,0.8182770013809204,,0.03808390721678734,,0.5567765831947327,,0.06684257090091705,,,,,
